statement,label,hidden_prob,hidden_pred,a6_prob,a6_pred,case_type
The whale is a mammal.,1,0.999998421672982,1,0.9999999383840958,1,hidden_correct_a6_correct
Doha is a city in Iraq,0,2.4180820064457475e-19,0,6.987798215514555e-17,0,hidden_correct_a6_correct
Kathmandu is a city in Tristan da Cunha,0,9.01157703593088e-06,0,5.0551690978287036e-09,0,hidden_correct_a6_correct
Vienna is a city in Austria,1,0.999999999997162,1,0.9999999999999285,1,hidden_correct_a6_correct
Damascus is a name of a country.,0,0.6683948059645463,1,0.45675659028991655,0,hidden_wrong_a6_correct
The coldest temperature on Earth is 100 degrees Celsius.,0,1.442629805013068e-14,0,4.285096578408143e-12,0,hidden_correct_a6_correct
Gadolinium has the atomic number of 64.,1,0.8698342178999039,1,0.8514290090942329,1,hidden_correct_a6_correct
R. Buckminster Fuller lived in U.S.,1,0.9984978998628496,1,0.982942581551762,1,hidden_correct_a6_correct
Liechtenstein is a name of a country.,1,0.9620580317788764,1,0.9743780122221846,1,hidden_correct_a6_correct
Lima gets an average of 1 hour of sunshine per day.,0,0.5491276964825091,1,0.9997402511633369,1,hidden_wrong_a6_wrong
Cai Lun lived in Italy.,0,1.690081360553253e-07,0,1.4581856911456628e-07,0,hidden_correct_a6_correct
Prague is a name of a city.,1,0.994068999914287,1,0.9955696334647984,1,hidden_correct_a6_correct
Sarajevo is located in Bosnia and Herzegovina.,1,0.9999999807511987,1,0.9999999311514453,1,hidden_correct_a6_correct
Amman is a name of a country.,0,0.0014374053098655146,0,0.0004097629034186493,0,hidden_correct_a6_correct
The planet Saturn has the largest rings in our solar system.,1,0.9999998946255819,1,0.999999789620181,1,hidden_correct_a6_correct
The hummingbird has a habitat of various.,1,0.01642735366528912,0,0.003091599765624967,0,hidden_wrong_a6_wrong
There are no specific human uses for hippopotamus.,1,0.9740532071565827,1,0.9622687935374604,1,hidden_correct_a6_correct
Erosion is the gradual wearing away of Earth's surface by natural processes.,1,0.9806816092429183,1,0.8760892323423152,1,hidden_correct_a6_correct
Vilnius is a city in Lithuania,1,0.8934298182991232,1,0.9394954659236149,1,hidden_correct_a6_correct
Abu Dhabi is a city in San Marino,0,5.178243428401661e-13,0,1.7347558604927917e-14,0,hidden_correct_a6_correct
Hans Geiger invented the Geiger counter.,1,0.9982812664092303,1,0.999887714276465,1,hidden_correct_a6_correct
Greece is a name of a country.,1,0.999238281336173,1,0.9999038675880134,1,hidden_correct_a6_correct
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1,0.7309474627551134,1,0.22435198864495398,0,hidden_correct_a6_wrong
ING Group operates in the industry of Materials.,0,0.000186485556683799,0,0.00010462845330014845,0,hidden_correct_a6_correct
"The axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,0.0001624224828624509,0,0.005870284822237557,0,hidden_correct_a6_correct
Rudolf Kálmán lived in U.K.,0,6.176410751094947e-05,0,4.951484525645666e-05,0,hidden_correct_a6_correct
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",1,0.9675552810142078,1,0.9651986967008782,1,hidden_correct_a6_correct
Asmara is a name of a city.,1,0.9527616087966035,1,0.9291341261516486,1,hidden_correct_a6_correct
Iron rusts in the presence of oxygen and water.,1,0.9999989289725664,1,0.9999999949318807,1,hidden_correct_a6_correct
Yttrium appears in its standard state as Gas.,0,0.0027399805586805904,0,0.0008138248105926648,0,hidden_correct_a6_correct
"Human uses for cat include pets, pest control.",1,0.9975484691217881,1,0.9915768029768883,1,hidden_correct_a6_correct
Ernesto Blanco invented the Gatling gun.,0,0.08412004688574443,0,0.3192330824189732,0,hidden_correct_a6_correct
Evangelista Torricelli lived in Italy.,1,0.9997911369823392,1,0.9842077327951112,1,hidden_correct_a6_correct
St. Helier is a city in Montserrat,0,0.9999999999999998,1,1.0,1,hidden_wrong_a6_wrong
Europium appears in its standard state as Solid.,1,0.9997892299472797,1,0.9999082861671981,1,hidden_correct_a6_correct
Sodium appears in its standard state as Solid.,1,0.9939396013164745,1,0.9939868889875109,1,hidden_correct_a6_correct
Igor Sikorsky invented the practical helicopter.,1,0.9703811892000985,1,0.9629084678856318,1,hidden_correct_a6_correct
Bamako is a name of a country.,0,0.0003659394856641794,0,0.00039740279360535476,0,hidden_correct_a6_correct
The iguana has a diet of herbivore.,1,0.042679137762860926,0,0.013344771435307774,0,hidden_wrong_a6_wrong
George Eastman lived in U.S.,1,0.9999663435007007,1,0.9999952032453505,1,hidden_correct_a6_correct
Lloyd Groff Copeman lived in Germany.,0,0.011507898343208254,0,0.027707421213993628,0,hidden_correct_a6_correct
The aardvark has a diet of insectivore.,1,0.9999678379615392,1,0.9999262630914956,1,hidden_correct_a6_correct
Linus Torvalds invented the U.S.,0,0.0017114724810000914,0,7.416051971457531e-06,0,hidden_correct_a6_correct
Cesium has the symbol Tc.,0,0.9373385195130848,1,0.1320475056186346,0,hidden_wrong_a6_correct
The camel uses flying for locomotion.,0,3.7298504070213163e-06,0,3.4349400930498305e-06,0,hidden_correct_a6_correct
Charles Babbage lived in Hungary/U.S.,0,0.17775849884749342,0,0.6954439081683822,1,hidden_correct_a6_wrong
Accenture provides financial products and services..,0,3.8600061323924166e-05,0,2.179175179322322e-05,0,hidden_correct_a6_correct
The narwhal has a habitat of desert.,0,1.3183316200411409e-06,0,5.439284034750658e-07,0,hidden_correct_a6_correct
The panda has a habitat of mountain bamboo forest.,1,0.9964468138800638,1,0.9993899693567772,1,hidden_correct_a6_correct
Alfred Nobel invented the Band-Aid.,0,0.0005387103918077082,0,0.0010368508076589065,0,hidden_correct_a6_correct
There are light microscopes and electron microscopes.,1,0.16997326940971033,0,0.964220664423205,1,hidden_wrong_a6_correct
Gold has the symbol Cr.,0,3.366667749631849e-12,0,3.825864787817512e-14,0,hidden_correct_a6_correct
Antimony appears in its standard state as Liquid.,0,0.006089885120011464,0,0.004230342313250719,0,hidden_correct_a6_correct
Roseau is a name of a country.,0,0.00039532287500046584,0,0.00014108162164794348,0,hidden_correct_a6_correct
The sparrow uses flying for locomotion.,1,0.8453322768027318,1,0.8566214494763096,1,hidden_correct_a6_correct
The planet Jupiter is the largest planet in our solar system.,1,0.9999999628428657,1,0.9999999999932789,1,hidden_correct_a6_correct
The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1,0.9999442187122304,1,0.9999989516394027,1,hidden_correct_a6_correct
Asmaara is the capital of the Asmara region.,0,5.757608313072646e-05,0,4.4934260114215984e-06,0,hidden_correct_a6_correct
Fritz Pfleumer lived in Canada/U.S.,0,0.9553919261938563,1,0.997896273852569,1,hidden_wrong_a6_wrong
State Bank of India engages in the electricity generation and distribution and distribution of natural gas..,0,0.013082107663673145,0,0.013674304522787688,0,hidden_correct_a6_correct
James Dyson lived in Canada.,0,2.169028607611888e-05,0,1.7859339203993174e-05,0,hidden_correct_a6_correct
"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",1,0.9999278053115286,1,0.999890231113887,1,hidden_correct_a6_correct
San Marino is a city in Rwanda,0,2.0336667095360003e-20,0,5.119639256475671e-19,0,hidden_correct_a6_correct
Dow has headquarters in United States.,1,0.9986255539967365,1,0.9986352513110274,1,hidden_correct_a6_correct
Anglo American operates in the industry of Construction.,0,0.005713148143355276,0,0.014159542779569828,0,hidden_correct_a6_correct
Bhutan is a name of a city.,0,2.695150468420105e-08,0,2.017252752536187e-08,0,hidden_correct_a6_correct
Promethium has the symbol Pm.,1,0.7075900558496003,1,0.044345024705733996,0,hidden_correct_a6_wrong
The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun.,1,0.9999999997870521,1,0.9999999999992704,1,hidden_correct_a6_correct
Polonium is in the Actinide group.,0,0.9569607496219348,1,0.9636369072988267,1,hidden_wrong_a6_wrong
Phosphorus has the atomic number of 15.,1,0.28008159885137596,0,0.2995203464805904,0,hidden_wrong_a6_wrong
Switzerland is a name of a city.,0,8.189876009855942e-07,0,3.4273287965404884e-07,0,hidden_correct_a6_correct
Nepal is a name of a country.,1,0.9996879048019228,1,0.9999089043272116,1,hidden_correct_a6_correct
Pretoria is a name of a city.,1,0.9986272548539075,1,0.9990744450421295,1,hidden_correct_a6_correct
The cheetah has a diet of varies.,0,0.0017189069225702872,0,0.0003413163854044043,0,hidden_correct_a6_correct
Munich Reinsurance has headquarters in United States.,0,1.8976523800029168e-05,0,3.1580857714923174e-05,0,hidden_correct_a6_correct
Tripoli is a city in Libya,1,0.999999845637577,1,0.9999999516224211,1,hidden_correct_a6_correct
Boron is in the Metalloid group.,1,0.7878237568574609,1,0.8503485452832001,1,hidden_correct_a6_correct
Radon has the atomic number of 86.,1,0.711931416541176,1,0.5033422442314762,1,hidden_correct_a6_correct
Guglielmo Marconi lived in Italy.,1,0.9999815026063454,1,0.9999920901713212,1,hidden_correct_a6_correct
The Home Depot is the world's largest home improvement specialty retailer..,1,0.27947136519659677,0,0.9794044727284931,1,hidden_wrong_a6_correct
The frog has a diet of carnivore.,1,0.8941619302742234,1,0.4970107364101592,0,hidden_correct_a6_wrong
Samarium has the atomic number of 28.,0,0.4133574235003079,0,0.5968375496375032,1,hidden_correct_a6_wrong
Caterpillar has headquarters in United States.,1,0.9887770143780495,1,0.9982769450814021,1,hidden_correct_a6_correct
"Iberdrola is a holding company, which engages in the provision of insurance products and related services..",0,0.00013286184848066565,0,0.00013859142165026535,0,hidden_correct_a6_correct
State Bank of India operates in the industry of Oil & Gas Operations.,0,9.181670782042464e-06,0,2.4830216638219348e-05,0,hidden_correct_a6_correct
The city of Georgetown was founded by the Duke.,0,4.6641434175798266e-07,0,3.061611202487176e-07,0,hidden_correct_a6_correct
Krypton appears in its standard state as Gas.,1,3.873120617197156e-05,0,1.0955190017702102e-05,0,hidden_wrong_a6_wrong
Rainbows are formed when sound is reflected off of dirt particles in the air.,0,0.7076696186496226,1,0.6681883362106454,1,hidden_wrong_a6_wrong
Uranium appears in its standard state as Solid.,1,0.9253782437158219,1,0.9608939364007297,1,hidden_correct_a6_correct
John Callcott Horsley lived in Germany.,0,0.20762440888183883,0,0.06551562115221266,0,hidden_correct_a6_correct
The hedgehog has a diet of insectivore.,1,0.9329280262416836,1,0.6161836608380781,1,hidden_correct_a6_correct
Poland is a name of a country.,1,0.9964940708793403,1,0.9985571535867406,1,hidden_correct_a6_correct
Cayman Islands is a name of a country.,1,0.9965112479405066,1,0.9962898439273798,1,hidden_correct_a6_correct
Cathay Financial has headquarters in Taiwan.,1,0.9652373238119982,1,0.8236848515275347,1,hidden_correct_a6_correct
The pigeon uses walking/swimming for locomotion.,0,0.8406973200517127,1,0.9530737773631063,1,hidden_wrong_a6_wrong
Target engages in owning and operating of general merchandise stores..,1,0.010704757550192713,0,0.025618608265901094,0,hidden_wrong_a6_wrong
Mata-Utu is a city in Wallis and Futuna,1,0.9994401033404152,1,0.9999796984343315,1,hidden_correct_a6_correct
Hanoi is a city in Vietnam,1,0.9999999992430741,1,0.9999996428603547,1,hidden_correct_a6_correct
Kiev is a name of a city.,1,0.9998380406260962,1,0.9998923591513238,1,hidden_correct_a6_correct
Pierre Curie invented the modern chemical nomenclature.,0,0.05589442472641418,0,0.15046001391547342,0,hidden_correct_a6_correct
Kingston is a city in Norfolk Island,1,0.9915097666473227,1,0.9905053795204208,1,hidden_correct_a6_correct
Radium is a highly radioactive element used in some heaters for space probes.,0,0.9938396858807623,1,0.9996603877809174,1,hidden_wrong_a6_wrong
The otter uses walking for locomotion.,0,0.8848287486046993,1,0.898954784120997,1,hidden_wrong_a6_wrong
Hanga Roa is a name of a city.,1,0.9993857930946963,1,0.9997355076329566,1,hidden_correct_a6_correct
Munich Reinsurance operates in the industry of Banking.,0,0.0024565219868134727,0,0.0006207548031773634,0,hidden_correct_a6_correct
The dolphin has a diet of omnivore.,0,0.11728152946943911,0,0.11799884046716216,0,hidden_correct_a6_correct
Marie Curie lived in Hungary.,0,0.00011732119452985602,0,0.00011727792019186305,0,hidden_correct_a6_correct
Thallium is an essential trace element used in photovoltaic cells and glass production.,0,0.9702594279199238,1,0.938904178232181,1,hidden_wrong_a6_wrong
Charter Communications has headquarters in United States.,1,0.943803311448682,1,0.9893195142856076,1,hidden_correct_a6_correct
JPMorgan Chase has headquarters in China.,0,3.215738244301712e-07,0,2.494831130093675e-07,0,hidden_correct_a6_correct
"Human uses for axolotl include pets, research, conservation.",1,0.12780314643468124,0,0.0570060385798694,0,hidden_wrong_a6_wrong
Athens is a name of a city.,1,0.9952767099574106,1,0.9967923617012064,1,hidden_correct_a6_correct
The study of matter and its interactions with energy is called physics.,1,0.999998679154779,1,0.9999997563547981,1,hidden_correct_a6_correct
Lutetium is in the Transition metal group.,0,0.10247891043982582,0,0.024250199374792523,0,hidden_correct_a6_correct
Ford Motor operates in the industry of consumer durables.,1,0.9999916762091151,1,0.999991011330809,1,hidden_correct_a6_correct
Praseodymium appears in its standard state as Solid.,1,0.9991239210718822,1,0.9995530797795397,1,hidden_correct_a6_correct
Thermo Fisher Scientific has headquarters in South Korea.,0,0.00012663231808662294,0,0.00016316837625370158,0,hidden_correct_a6_correct
Vien is a German name.,0,0.31950333136840053,0,0.9960551016985361,1,hidden_correct_a6_wrong
Mata-Utu is a name of a country.,0,0.05800569160419622,0,0.20997429490377922,0,hidden_correct_a6_correct
Barium has the symbol Sb.,0,0.366155150154501,0,0.9308492613263075,1,hidden_correct_a6_wrong
Vanadium is in the Transition metal group.,1,0.5727640717859919,1,0.0957502845831202,0,hidden_correct_a6_wrong
"Kuala also lies on the border of the states of Selayang and Kuala Lumpur, and the state capital of Selamat.",0,0.14710449594843544,0,0.03697091631929064,0,hidden_correct_a6_correct
AT&T operates in the industry of Trading Companies.,0,1.842587905091622e-05,0,0.00010768858538910521,0,hidden_correct_a6_correct
Saturn orbits the Sun.,1,0.930132289614389,1,0.9717424691992921,1,hidden_correct_a6_correct
Rio Tinto has headquarters in France.,0,2.0268706784165927e-08,0,3.062753651747808e-08,0,hidden_correct_a6_correct
Chlorine has the symbol Cl.,1,0.9994654260538305,1,0.9938996952049187,1,hidden_correct_a6_correct
Cobalt is in the Post-transition metal group.,0,0.7193082419220804,1,0.8941042603027661,1,hidden_wrong_a6_wrong
The chicken has a comb and wattles on its head for thermoregulation.,1,0.9944385674122207,1,0.992691559706854,1,hidden_correct_a6_correct
William Congreve lived in Canada.,0,3.7869765893449326e-06,0,1.0584228312145122e-06,0,hidden_correct_a6_correct
Thimphu is a city in Qatar,0,8.158477453804628e-20,0,3.5418807842396517e-19,0,hidden_correct_a6_correct
Diamonds are the hardest substance on Earth.,1,0.9979886919849752,1,0.9998165857967936,1,hidden_correct_a6_correct
Alofi is a city in Niue,1,0.9999840848584644,1,0.9999872597163552,1,hidden_correct_a6_correct
Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..,0,0.07049199131866578,0,0.024917733001337095,0,hidden_correct_a6_correct
The cheetah has a diet of carnivore.,1,0.9999999414522366,1,0.9999989157492232,1,hidden_correct_a6_correct
Promethium is in the Lanthanide group.,1,0.8624256444235757,1,0.6852305243956947,1,hidden_correct_a6_correct
Reliance Industries has headquarters in India.,1,0.9967364069380444,1,0.9968090144827636,1,hidden_correct_a6_correct
Gustaf Dalén lived in Germany.,0,0.132193160431836,0,0.26019245737060703,0,hidden_correct_a6_correct
The study of living organisms and their interactions with the environment is called biology.,1,0.9999999286234855,1,0.9999999508391131,1,hidden_correct_a6_correct
Marigot is located in the Caribbean.,1,0.01634342323379579,0,0.043388585578415205,0,hidden_wrong_a6_wrong
Tirana is a city in North Korea,0,2.2901632608680024e-24,0,1.2266609148290265e-25,0,hidden_correct_a6_correct
Gold is in the Transition metal group.,1,0.7370845377535968,1,0.7613037976927267,1,hidden_correct_a6_correct
Moroni is a name of a country.,0,0.02125575260155864,0,0.02041688441800268,0,hidden_correct_a6_correct
Galileo Galilei lived in Italy.,1,0.9999836911831003,1,0.9999034162747467,1,hidden_correct_a6_correct
Walmart has headquarters in United States.,1,0.9999494015666557,1,0.9999361195653844,1,hidden_correct_a6_correct
Thorium is in the Transition metal group.,0,0.10142270877108377,0,0.03251112429259782,0,hidden_correct_a6_correct
"Cathay Financial engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",0,0.03138526786294777,0,0.12224921273272209,0,hidden_correct_a6_correct
The cassowary has the atomic number of mammal.,0,5.830425625028387e-07,0,1.0522781745868371e-07,0,hidden_correct_a6_correct
The human eye can detect only one color.,0,0.9931064171192315,1,0.9998970916138346,1,hidden_wrong_a6_wrong
The porcupine is the largest primate and exhibits complex social behavior.,0,0.213877351399142,0,0.04910460273641449,0,hidden_correct_a6_correct
Liberia is a name of a city.,0,4.068990327781776e-05,0,3.984729851282475e-05,0,hidden_correct_a6_correct
Kigali is a city in Northern Cyprus,0,1.4500283663031445e-14,0,8.066314942234034e-14,0,hidden_correct_a6_correct
Intel has headquarters in Russia.,0,3.8405567194582476e-05,0,6.917886952894291e-08,0,hidden_correct_a6_correct
The armadillo has a habitat of mountain bamboo forest.,0,4.2724775471947085e-06,0,5.444195378310819e-06,0,hidden_correct_a6_correct
Joseph Bramah invented the vacuum tube diode.,0,0.7089865395232948,1,0.5837876223006078,1,hidden_wrong_a6_wrong
Thulium has the atomic number of 64.,0,0.5592081738753926,1,0.6846493752646269,1,hidden_wrong_a6_wrong
"The gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0,3.317793493429857e-05,0,7.737065779997105e-06,0,hidden_correct_a6_correct
Bromine has the atomic number of 64.,0,0.05798887747827495,0,0.09380623320421605,0,hidden_correct_a6_correct
The tortoise has a hard shell for protection and can live for over 100 years.,1,0.9967468307263357,1,0.9999607447409141,1,hidden_correct_a6_correct
Potassium has the atomic number of 34.,0,0.0016151371605103411,0,0.0019736385858871246,0,hidden_correct_a6_correct
The human nose is located on the forehead.,0,0.0004075637160831518,0,0.00020013089187790616,0,hidden_correct_a6_correct
Azerbaijan is a name of a city.,0,3.878110796898858e-05,0,1.7449919420827357e-05,0,hidden_correct_a6_correct
Iridium has the symbol Ir.,1,0.9999167443016825,1,0.9993608938383804,1,hidden_correct_a6_correct
Hafnium is in the Alkaline earth metal group.,0,0.9197172995020929,1,0.9576850886179867,1,hidden_wrong_a6_wrong
The dog has a diet of omnivore.,1,0.15150833599303626,0,0.0295478454817221,0,hidden_wrong_a6_wrong
MetLife provides insurance and financial services to individual and institutional customers..,1,0.9956704941865602,1,0.998683320805051,1,hidden_correct_a6_correct
The giant anteater has a diet of carnivore.,0,0.040157966072814355,0,0.07435487025265808,0,hidden_correct_a6_correct
The beaver has a diet of herbivore.,1,0.020708748836370743,0,0.05735608761270891,0,hidden_wrong_a6_wrong
Nagorno-Karabakh Republic is a name of a city.,0,0.04367704302729996,0,0.013160920826490041,0,hidden_correct_a6_correct
Bismuth has the symbol Bi.,1,0.999965621163476,1,0.9998991728312734,1,hidden_correct_a6_correct
Beijing is a city in China,1,0.9999999999997962,1,0.9999999999999958,1,hidden_correct_a6_correct
Postal Savings Bank of China engages in the provision of banking and related financial services..,1,0.2101064432717429,0,0.49052852497168425,0,hidden_wrong_a6_wrong
Taipei is a city in Taiwan,1,0.9998680665550996,1,0.9999597713603032,1,hidden_correct_a6_correct
The raccoon uses flying for locomotion.,0,0.0012827099182344645,0,0.0009267085235126042,0,hidden_correct_a6_correct
Molybdenum appears in its standard state as Gas.,0,0.0019178184932852576,0,0.00047843185179360497,0,hidden_correct_a6_correct
Kuwait City is a name of a city.,1,0.9984927827373022,1,0.9953800168002508,1,hidden_correct_a6_correct
The Earth is round.,1,0.003986390592394185,0,1.7726417962532889e-06,0,hidden_wrong_a6_wrong
The otter has a habitat of freshwater/marine.,1,0.11906673734475406,0,0.1931249325628716,0,hidden_wrong_a6_wrong
Cadmium has the atomic number of 48.,1,0.8804373019383791,1,0.8594496764758158,1,hidden_correct_a6_correct
Cai Lun invented the piano.,0,5.291518227090182e-09,0,2.2081796247606538e-12,0,hidden_correct_a6_correct
Cayenne is a city in French Guiana,1,0.9999993868375097,1,0.9999999891713515,1,hidden_correct_a6_correct
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,0.17385224902767907,0,0.5472967720175266,1,hidden_wrong_a6_correct
Westpac Banking operates in the industry of banking.,1,0.9999999634965577,1,0.9999999083365394,1,hidden_correct_a6_correct
AXA has headquarters in United States.,0,0.008682956491923025,0,0.025303204914882287,0,hidden_correct_a6_correct
Technetium appears in its standard state as Gas.,0,0.021284209345878397,0,0.04110324088660695,0,hidden_correct_a6_correct
Nuku?alofa is a city in Tonga,1,0.9999253649365429,1,0.9998390370975067,1,hidden_correct_a6_correct
Oranjestad is a city in Papua New Guinea,0,5.161529681724302e-07,0,4.680006250875084e-10,0,hidden_correct_a6_correct
Terbium is in the Alkali metal group.,0,0.006912552864968054,0,0.0110581251174193,0,hidden_correct_a6_correct
Moroni is a city in Comoros,1,0.9999878250236736,1,0.9999999953697187,1,hidden_correct_a6_correct
Chromium appears in its standard state as Gas.,0,9.881000583837834e-05,0,0.0001830897276282206,0,hidden_correct_a6_correct
"Human uses for cat include research, conservation.",0,0.04549867575144462,0,0.021425322759740163,0,hidden_correct_a6_correct
The vulture has a habitat of grassland.,0,0.00011278263449033941,0,0.0007552415466192382,0,hidden_correct_a6_correct
BNP Paribas engages in the provision of banking and financial services..,1,0.062026181369388735,0,0.004192128889697694,0,hidden_wrong_a6_wrong
The snake has a diet of carnivore.,1,0.006348875055331176,0,0.012122644577834992,0,hidden_wrong_a6_wrong
Edwin H. Land invented the three-point seatbelt.,0,0.011114569628337933,0,0.01106621618706834,0,hidden_correct_a6_correct
Toyota Motor engages in the manufacture and sale of motor vehicles and parts..,1,0.9429003314090131,1,0.890895801570864,1,hidden_correct_a6_correct
"Electricite de France engages in power generation, transmission, distribution, supply and trading activities..",1,0.827038224246117,1,0.9824101718095563,1,hidden_correct_a6_correct
Cayman Islands is a name of a city.,0,0.00040072266579310706,0,5.141107370955198e-05,0,hidden_correct_a6_correct
Ashgabat is a city in Trinidad and Tobago,0,1.7993444211146131e-16,0,2.0143798627415228e-18,0,hidden_correct_a6_correct
David Schwarz lived in Croatia.,1,0.003592468357481748,0,0.0037698479247148366,0,hidden_wrong_a6_wrong
Gibraltar is a name of a country.,0,0.9743456215973457,1,0.9837982711300994,1,hidden_wrong_a6_wrong
"Human uses for cheetah include conservation, research, zoos.",1,0.021013308358581586,0,0.023158883104104567,0,hidden_wrong_a6_wrong
Tencent Holdings operates in the industry of Retailing.,0,0.009880104032603868,0,0.018966838176775306,0,hidden_correct_a6_correct
Canberra is a name of a city.,1,0.9995467148912299,1,0.9997293131635265,1,hidden_correct_a6_correct
Berlin is a name of a city.,1,0.9064333374616439,1,0.9359057337139622,1,hidden_correct_a6_correct
MetLife operates in the industry of insurance.,1,0.9999989291516421,1,0.9999980666241348,1,hidden_correct_a6_correct
Blaise Pascal invented the mechanical calculator.,1,0.388542252643011,0,0.06605138823844324,0,hidden_wrong_a6_wrong
The sparrow has a habitat of urban/wild.,1,0.020891742673953422,0,0.03325405906165319,0,hidden_wrong_a6_wrong
The process of pollination is harmful for plant reproduction.,0,4.419923614069438e-06,0,1.424577969169619e-06,0,hidden_correct_a6_correct
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",1,0.6660757368306098,1,0.6023186565304425,1,hidden_correct_a6_correct
Sodium appears in its standard state as Gas.,0,1.4220071745883375e-05,0,9.555021072188701e-06,0,hidden_correct_a6_correct
Saipan is a city in Kosovo,0,7.550778688986452e-23,0,2.1754517129995457e-17,0,hidden_correct_a6_correct
Charles Townes invented the maser.,1,0.005511950932373398,0,0.0033115677244657067,0,hidden_wrong_a6_wrong
Brumby is a baby kangaroo.,0,0.999859049829389,1,0.9975611230730256,1,hidden_wrong_a6_wrong
AIA Group operates in the industry of insurance.,1,0.9989615752232694,1,0.9998977412852316,1,hidden_correct_a6_correct
Josephine Cochrane lived in Germany.,0,0.1524791653997854,0,0.6385293810913042,1,hidden_correct_a6_wrong
Charles Strite invented the pop-up toaster.,1,0.007373829312456001,0,0.029380432689922513,0,hidden_wrong_a6_wrong
Merck & Co. operates in the industry of united states.,1,0.9547679481422445,1,0.4407123428945531,0,hidden_correct_a6_wrong
Easter Island is a name of a city.,0,0.004184076534673466,0,0.0023557991443855296,0,hidden_correct_a6_correct
Tantalum has the atomic number of 79.,0,0.9328613449345712,1,0.9297942930780421,1,hidden_wrong_a6_wrong
The lion has a diet of omnivore.,0,0.007622947774171358,0,0.03910629591974093,0,hidden_correct_a6_correct
"The bison is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,0.00019890575061851375,0,1.3103834860581064e-05,0,hidden_correct_a6_correct
Anthem has headquarters in United States.,1,0.9908994428707585,1,0.9799699753048846,1,hidden_correct_a6_correct
Walgreens engages in the provision of drug store services..,1,0.15269399868154115,0,0.018989365261254696,0,hidden_wrong_a6_wrong
"The porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1,0.00010281127058983403,0,0.00011112666444209831,0,hidden_wrong_a6_wrong
George Antheil invented the Band-Aid.,0,1.0942699592629627e-05,0,9.582656356432313e-06,0,hidden_correct_a6_correct
The sun revolves around the moon.,0,0.0001049283287391109,0,5.0132868924596145e-08,0,hidden_correct_a6_correct
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0,0.024413640177501725,0,0.03649000151294996,0,hidden_correct_a6_correct
Luther Simjian invented the Bankograph (early ATM).,1,0.9998172340533382,1,0.9994120566861473,1,hidden_correct_a6_correct
Inertia is an object's encouragement to change in motion.,0,1.7272864946851176e-05,0,1.0453564175194942e-08,0,hidden_correct_a6_correct
John Ericsson invented the celluloid.,0,0.9999594501750294,1,0.9999733142966355,1,hidden_wrong_a6_wrong
Moller - Maersk operates in the industry of IT Software & Services.,0,4.361764762046013e-06,0,4.509392254025788e-06,0,hidden_correct_a6_correct
ConocoPhillips engages in the provision of banking and financial services..,0,0.013047371762366776,0,0.0027893611008529906,0,hidden_correct_a6_correct
Stellantis engages in distribution of natural gas and energy related services..,0,0.0002550181128730602,0,0.00012627548407922125,0,hidden_correct_a6_correct
Uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons.,1,0.9999922968933941,1,0.999998118754568,1,hidden_correct_a6_correct
The giant anteater has a habitat of grassland/forest.,1,0.007303155172169968,0,0.03050168908709091,0,hidden_wrong_a6_wrong
Romania is a name of a country.,1,0.9952014412286174,1,0.9991332518912338,1,hidden_correct_a6_correct
Promethium has the atomic number of 61.,1,0.009179957626602975,0,0.004384508093278602,0,hidden_wrong_a6_wrong
Guam is a name of a country.,1,0.9502114331982368,1,0.9436863331505556,1,hidden_correct_a6_correct
Valdemar Poulsen invented the magnetic wire recorder.,1,0.09435436861659896,0,0.3559901296842604,0,hidden_wrong_a6_wrong
"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1,0.9881234824102346,1,0.999995762894093,1,hidden_correct_a6_correct
Rubidium is in the Alkali metal group.,1,0.6352432998710897,1,0.5170626039484001,1,hidden_correct_a6_correct
Tbilisi is a city in Turkey,0,5.813564071212363e-23,0,2.7633494576548585e-22,0,hidden_correct_a6_correct
Grace Hopper invented the programming language (theoretical).,0,0.9941096544466547,1,0.99854065532586,1,hidden_wrong_a6_wrong
The snake has a diet of herbivore.,0,0.00016573908717201451,0,0.00028026270946415293,0,hidden_correct_a6_correct
