split,statement,label,ppl_score
train,Auroras occur at Earth's equator.,0,35.628089904785156
train,Georgetown is a city in Guyana,1,11.458370208740234
train,Earthquakes are caused by the movement of tectonic plates.,1,2.8815293312072754
train,Thailand is a name of a country.,1,18.098756790161133
train,Bristol Myers Squibb has headquarters in China.,0,50.00882339477539
train,The bee has a diet of herbivore.,0,80.31916809082031
train,China Petroleum & Chemical has headquarters in South Korea.,0,72.6633529663086
train,Djibouti is a name of a country.,1,16.202943801879883
train,Czech Republic is a name of a country.,1,20.172313690185547
train,Baghdad is a city in Iraq,1,5.285897254943848
train,National Australia Bank operates in the industry of Media.,0,82.22026824951172
train,Volkswagen Group operates in the industry of Telecommunications Services.,0,25.895509719848633
train,E.ON engages in the provision of energy solutions..,1,54.293113708496094
train,Niobium has the atomic number of 43.,0,12.089228630065918
train,Singapore is a name of a city.,0,25.466632843017578
train,"Mizuho Financial is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",0,10.293198585510254
train,Cesium is in the Transition metal group.,0,56.89887237548828
train,The largest desert in the world is the Arctic.,0,35.39323425292969
train,Lima was founded in 1535.,1,6.6474761962890625
train,Glencore operates in the industry of materials.,1,35.632789611816406
train,Fubon Financial operates in the industry of Capital Goods.,0,85.12561798095703
train,Fermentation is a process by which microorganisms create complex organic compounds.,0,9.02853012084961
train,Pfizer has headquarters in United States.,1,34.73330307006836
train,Linde has headquarters in United Kingdom.,1,133.08497619628906
train,Rainbows are formed when light is refracted through water droplets in the air.,1,3.7670278549194336
train,Lutetium has the symbol Be.,0,106.23770141601562
train,South Ossetia is a name of a country.,1,19.639650344848633
train,Pakistan is a name of a city.,0,29.176851272583008
train,Alan Turing invented the power loom.,0,295.2044982910156
train,Falkland Islands is a name of a country.,1,28.994016647338867
train,Nitrogen is in the Nonmetal group.,1,38.378726959228516
train,Erbium appears in its standard state as Solid.,1,125.85005187988281
train,The deer has a habitat of forest/urban.,0,207.0284423828125
train,Paramaribo is a city in Guinea,0,36.55248260498047
train,Volcanic eruptions can create new land.,1,7.228310585021973
train,Elisha Otis invented the safety elevator.,1,35.71638107299805
train,"China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",1,19.4527645111084
train,PepsiCo has headquarters in Australia.,0,57.604068756103516
train,James Murray Spangler lived in U.S.,1,173.64109802246094
train,The narwhal has the atomic number of bird.,0,229.30136108398438
train,Conakry is a city in Wallis and Futuna,0,15.807212829589844
train,The polar bear has a diet of omnivore.,0,53.71284103393555
train,Moldova is a name of a city.,0,33.85322189331055
train,Sir Frank Whittle invented the tank.,0,83.65119934082031
train,Serbia is a name of a country.,1,15.044161796569824
train,Actinium is in the Actinide group.,1,29.441781997680664
train,Holmium is necessary for aerobic respiration in living organisms.,0,30.972890853881836
train,Albert Ghiorso invented the co-discovery of multiple elements.,1,142.3633575439453
train,Dushanbe is a name of a city.,1,18.925735473632812
train,"The cat is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,23.66558265686035
train,Bamako is a city in Mali,1,17.10361671447754
train,Banco Bradesco has headquarters in United States.,0,50.55418014526367
train,"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1,9.923985481262207
train,Georges Claude lived in Italy.,0,229.8441162109375
train,Krypton appears in its standard state as Solid.,0,270.79388427734375
train,The platypus uses swimming for locomotion.,1,59.1922721862793
train,"Human uses for lobster include food, research.",1,5507.43603515625
train,Thomas Edison invented the trackball.,0,178.14453125
train,The whale has a diet of herbivore.,0,67.9560775756836
train,The snake uses slithering for locomotion.,1,49.80266189575195
train,John Atanasoff invented the revolver.,0,210.55978393554688
train,Uranium forms more compounds than any other element.,0,13.577802658081055
train,Lima's official language is Spanish.,1,20.40210723876953
train,United States Virgin Islands is a name of a country.,1,18.57436752319336
train,Muscat is a city in Oman,1,14.896571159362793
train,Dominica is a name of a country.,1,21.702953338623047
train,Estonia is a name of a city.,0,30.173824310302734
train,Chlorine is in the Halogen group.,1,17.83087158203125
train,The lobster has a diet of nectar.,0,77.8150405883789
train,The swan has a habitat of freshwater.,1,67.46917724609375
train,The giraffe uses hopping for locomotion.,0,122.86406707763672
train,Roche Holding has headquarters in Switzerland.,1,31.658111572265625
train,Venezuela is a name of a country.,1,16.039026260375977
train,Andorra is a name of a country.,1,27.265249252319336
train,PepsiCo operates in the industry of Insurance.,0,63.73699188232422
train,Zinc appears in its standard state as Liquid.,0,151.43960571289062
train,Leon Theremin invented the theremin.,1,70.27349090576172
train,Cacti store water in their ears.,0,145.58790588378906
train,The human eye can see radio waves.,0,42.89095687866211
train,"Human uses for platypus include research, conservation.",1,628.4658203125
train,St. Helier is a name of a country.,0,47.42190933227539
train,The cow has a habitat of farmland.,1,129.22802734375
train,The ozone layer exposes Earth to harmful ultraviolet radiation.,0,35.12905502319336
train,Protactinium is a radioactive element with no significant practical applications.,1,11.343218803405762
train,The human body has 12 pairs of legs.,0,16.705005645751953
train,Christian Huygens invented the pendulum clock.,1,19.832990646362305
train,"The seagull has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment.",0,29.435155868530273
train,Robert Moog lived in Austria/U.S.,0,253.9396209716797
train,The raccoon uses walking for locomotion.,1,104.5798110961914
train,"Human uses for otter include research, conservation.",1,3017.638916015625
train,Xenon is a noble gas used in lighting and medical imaging.,1,9.486464500427246
train,The camel has a habitat of domestic/urban.,0,305.84698486328125
train,"Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries..",0,13.93453311920166
train,The color of an object depends on only on the temperature of its surface.,0,14.81761646270752
train,The flamingo has the atomic number of mammal.,0,182.03480529785156
train,Rhenium is used in high-temperature alloys and catalytic converters.,1,10.005779266357422
train,George Cayley lived in Canada.,0,108.6021499633789
train,Joseph Henry invented the electromagnetic relay.,1,211.16990661621094
train,China Life Insurance operates in the industry of insurance.,1,27.921785354614258
train,Yoshua Bengio invented the deep learning (artificial neural networks).,1,24.440420150756836
train,The salmon uses swimming for locomotion.,1,149.62403869628906
train,Lightning is an accumulation of static movement.,0,67.43305969238281
train,"The oldest known homo sapiens fossils are around 300,000 years old.",1,5.705079078674316
train,The parrot has a diet of carnivore.,0,80.4535140991211
train,Valdemar Poulsen lived in Scotland.,0,123.94567108154297
train,Generali Group operates in the industry of Diversified Financials.,0,17.668106079101562
train,JPMorgan Chase is a financial holding company. It provides financial and investment banking services..,1,12.37928295135498
train,The first animal to orbit Earth was a dog named Laika.,1,23.815258026123047
train,Thulium appears in its standard state as Gas.,0,142.50978088378906
train,Bette Nesmith Graham invented the Liquid Paper.,1,205.69717407226562
train,"Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",1,11.720847129821777
train,Bronson is a prison.,0,581.8348388671875
train,Alessandro Volta lived in U.S.,0,78.65680694580078
train,Dysprosium has the symbol U.,0,28.081403732299805
train,Mizuho Financial operates in the industry of Insurance.,0,47.21598815917969
train,China Mobile has headquarters in Hong Kong.,1,33.72726058959961
train,Brussels is a city in Mali,0,68.49343872070312
train,PetroChina engages in the provision of innovative memory and storage solutions..,0,100.72901916503906
train,The cow has a diet of  carnivore.,0,182.36886596679688
train,San Juan is a city in Ethiopia,0,54.97475814819336
train,Zirconium appears in its standard state as Gas.,0,174.1748046875
train,The Duke of Edinburgh was the first Duke of the United Kingdom.,0,24.70151710510254
train,The first successful vaccine was created by Edward Jenner in 1796.,1,7.182694911956787
train,Gadolinium has the atomic number of 6.,0,17.82699203491211
train,Potassium appears in its standard state as Solid.,1,133.5678253173828
train,Jack Kilby lived in U.S.,1,141.83639526367188
train,Frederick G. Creed lived in Canada.,1,80.8839111328125
train,RBC has headquarters in United States.,0,134.72265625
train,Platinum has the atomic number of 90.,0,25.010475158691406
train,Basseterre is a city in Saint Kitts and Nevis,1,4.787676811218262
train,Avarua is a city in Cook Islands,1,47.5352897644043
train,Charles Cros invented the electric washing machine.,0,204.822265625
train,Adamstown is a name of a city.,1,70.63648986816406
train,Humans have five basic senses.,1,25.3283748626709
train,"Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products..",1,10.915678024291992
train,Thomas Savery lived in U.K.,1,200.1115264892578
train,Croatia is a name of a country.,1,15.571990966796875
train,The swan has a diet of herbivore.,1,44.738441467285156
train,Carlos Glidden lived in U.S.,1,204.0614013671875
train,Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle.,0,7.8088860511779785
train,Madagascar is a name of a city.,0,37.586647033691406
train,"Mars has the largest volcano, Olympus Mons.",1,12.81861686706543
train,Candace Pert lived in U.S.,1,149.87295532226562
train,Arsenic is in the Metalloid group.,1,32.8046989440918
train,The alpaca has the atomic number of bird.,0,284.8710632324219
train,The Sun is a planet.,0,46.12492370605469
train,Macedonia is a name of a city.,0,29.87233543395996
train,"The rat feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",0,65.96961212158203
train,Garrett Morgan invented the adhesive (used in Post-it notes).,0,62.60684585571289
train,"Sharks are mammals, not fish.",0,14.990301132202148
train,Nassau is a city in Bahamas,1,24.629793167114258
train,The goat has the atomic number of bird.,0,696.9188842773438
train,Port-A-Prince (French: Port-de-Paix) is the largest city in the country and the largest in the Caribbean.,0,9.564834594726562
train,"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services..",1,15.51450252532959
train,The largest unit of life is the cell.,0,53.98869705200195
train,Deutsche Telekom has headquarters in Germany.,1,25.078975677490234
train,Episkopi Cantonment is a city in Akrotiri and Dhekelia,1,25.37079429626465
train,John Ambrose Fleming invented the Band-Aid.,0,108.01432037353516
train,Actinium is in the Post-transition metal group.,0,109.71075439453125
train,Potassium has the symbol Al.,0,263.10272216796875
train,Montevideo is a city in Uruguay,1,6.727700710296631
train,The coldest place on Earth is the equator.,0,17.06169319152832
train,Caracas is a name of a city.,1,30.366174697875977
train,Giovanni Caselli invented the pantelegraph (image transmission).,1,186.97923278808594
train,Vanuatu is a name of a city.,0,37.65675735473633
train,The tiger uses walking for locomotion.,1,204.54859924316406
train,"The gazelle has slender legs for fast running and can perform high leaps, known as pronking.",1,75.35942840576172
train,Port-au-Prince is located in Haiti.,1,6.937393665313721
train,Sulfur has the atomic number of 59.,0,43.581268310546875
train,The tapir has a habitat of desert.,0,201.64517211914062
train,Itau Unibanco Holding has headquarters in Brazil.,1,112.96919250488281
train,Felix Hoffmann invented the agricultural innovations.,0,380.64959716796875
train,Carl Elsener lived in U.S.,0,106.17809295654297
train,Carl Sontheimer lived in U.S.,1,148.48529052734375
train,Nauru is a name of a country.,1,25.225730895996094
train,The alpaca has a habitat of mountain.,1,109.35579681396484
train,Humans do not use their hands.,0,24.903202056884766
train,"The sea turtle has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",0,19.76397705078125
train,R. Buckminster Fuller lived in Scotland.,0,78.96394348144531
train,Marijuanas are a type of marijuana.,0,21.49566078186035
train,South Africa is a name of a city.,0,36.93608093261719
train,Enbridge operates in the industry of oil & gas operations.,1,26.595333099365234
train,Evangelista Torricelli lived in U.S.,0,71.3533935546875
train,Sarajevo is a name of a city.,1,18.56380844116211
train,"Human uses for deer include meat, dairy products.",0,1387.5743408203125
train,Magnesium is used in the production of glass and ceramics.,0,7.813709259033203
train,Ruth Handler lived in U.S.,1,135.0662078857422
train,Ouagadougou is a name of a city.,1,10.635363578796387
train,Kuwait City is a name of a country.,0,22.222200393676758
train,Tunis is a city in Ecuador,0,40.7861213684082
train,Tantalum has the symbol Ta.,1,30.732540130615234
train,The human body has more than 600 muscles.,1,6.66756534576416
train,The Great Barrier Reef is located in the Atlantic Ocean.,0,10.094706535339355
train,Tristan da Cunha is a name of a country.,1,12.287833213806152
train,America Movil has headquarters in Switzerland.,0,172.1602325439453
train,The peacock has the atomic number of mammal.,0,187.10731506347656
train,"Deere & Company is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0,8.82814884185791
train,Agricultural Bank of China engages in the provision of banking and financial services..,0,13.474501609802246
train,Papua New Guinea is a name of a city.,0,22.23628807067871
train,Alexander Graham Bell invented the telephone.,1,16.228363037109375
train,Charles Francis Jenkins invented the motion picture projector.,1,130.6206512451172
train,Joseph Glidden lived in Germany.,0,180.9125518798828
train,Otis Boykin lived in France.,0,120.46393585205078
train,"Comcast engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",0,56.529808044433594
train,Adamstown is a city in Northern Mariana Islands,0,35.671958923339844
train,"CNOOC is a diversified, community-based financial services company..",0,181.7783203125
train,There are no specific human uses for cow.,0,152.6663055419922
train,Sana'a is a name of a city.,1,34.10216522216797
train,Bucharest is a name of a country.,0,133.6815643310547
train,Sarajevo is a city in Mauritius,0,52.886253356933594
train,Islamabad is a city in Morocco,0,34.13749313354492
train,James Watt lived in Scotland.,1,99.85200500488281
train,Kuala Lumpur is a city in Croatia,0,84.01276397705078
train,The rabbit has a habitat of freshwater.,0,209.30078125
train,"Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",1,14.344722747802734
train,The bee has a habitat of various.,1,379.6477355957031
train,Edinburgh of the Seven Seas is a name of a country.,0,38.05342483520508
train,The shark has a habitat of marine.,1,96.67891693115234
train,"Human uses for koala include conservation, research, zoos.",1,593.40673828125
train,The goldfish has a habitat of freshwater.,1,60.217288970947266
train,Terbium appears in its standard state as Solid.,1,188.3412628173828
train,Canberra is a city in Australia,1,20.472705841064453
train,Samuel Colt lived in U.S.,1,95.72021484375
train,The smallest mammal in the world is the elephant.,0,14.996118545532227
train,Vientiane is a name of a city.,1,57.43497848510742
train,Frederick Walton lived in U.S.,0,56.9674186706543
train,Nigeria is a name of a city.,0,50.233638763427734
train,Lutetium is used to galvanize steel and is an essential trace element in living organisms.,0,16.735984802246094
train,The tarantula uses running for locomotion.,0,89.73877716064453
train,Bangladesh is a name of a country.,1,11.883666038513184
train,John Harrison lived in U.K.,1,204.53494262695312
train,The chimpanzee uses walking for locomotion.,1,105.05097198486328
train,The kangaroo has a diet of carnivore.,0,84.27002716064453
train,Cars can travel faster than the speed of light.,0,5.556523323059082
train,"Ytterbium is used in lasers, atomic clocks, and some solar cells.",1,14.948062896728516
train,Hafnium has the atomic number of 71.,0,7.812122821807861
train,Earth has multiple moons.,0,73.46977233886719
train,St. John's is a city in Antigua and Barbuda,1,6.116767883300781
train,Barium has the symbol Ba.,1,36.635799407958984
train,"American Express engages in the provision of charge and credit card products, and travel-related services..",1,15.878254890441895
train,Carl Wilhelm Siemens invented the modern electric refrigerator.,0,308.83087158203125
train,"The primary colors of darkness are red, green, and blue.",0,16.252656936645508
train,Charles Goodyear invented the vulcanized rubber.,1,7.806151866912842
train,The smallest body of water in the world is Lake Superior.,0,15.090538024902344
train,The lion has a habitat of domestic/urban.,0,242.95773315429688
train,Boron is used in the production of glass and ceramics.,1,9.603260040283203
train,Francium is in the Alkali metal group.,1,18.88655662536621
train,Intesa Sanpaolo has headquarters in Italy.,1,26.163745880126953
train,The goat has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,0,72.7713623046875
train,The sea turtle is a reptile.,1,29.107955932617188
train,Actinium is a radioactive element used as a neutron source and in some cancer treatments.,1,19.836740493774414
train,"Honda Motor engages in oil and gas exploration, production, and distribution activities..",0,28.98942756652832
train,Accra is a name of a city.,1,30.89514923095703
train,The only continent without any mountains is Asia.,0,67.44489288330078
train,Accenture operates in the industry of Oil & Gas Operations.,0,28.56376075744629
train,E.ON operates in the industry of utilities.,1,55.80326843261719
train,Islamabad is a name of a country.,0,21.69561767578125
train,Louis Pasteur lived in France.,1,48.512550354003906
train,Mata-Utu is a city in Saint Barthélemy,0,36.176979064941406
train,Port Moresby is a name of a city.,1,21.721651077270508
train,The bat uses flying for locomotion.,1,225.89356994628906
train,Iodine appears in its standard state as Gas.,0,167.8457489013672
train,"The sparrow is a small, social bird that can be found in many urban environments.",1,13.113227844238281
train,Valdemar Poulsen invented the mechanical television.,0,90.40043640136719
train,Jakarta is a name of a city.,1,18.183626174926758
train,"Bandarseri Begawan has a population of about 1,000,000.",0,29.908288955688477
train,Dublin is a name of a country.,0,26.157041549682617
train,The lion uses running for locomotion.,0,245.7676239013672
train,Thallium has the symbol Tl.,1,12.224508285522461
train,Paris is located in France.,1,14.463875770568848
train,Coca-Cola provides insurance and financial services to individual and institutional customers..,0,56.4166259765625
train,Sodium is in the Alkali metal group.,1,24.590518951416016
train,Portugal is a name of a country.,1,17.6972713470459
train,The Hubble Space Telescope has provided valuable information about distant celestial objects.,1,12.590418815612793
train,Herbert Akroyd Stuart lived in England.,1,117.02987670898438
train,Coral reefs are made of non-living materials.,0,22.834217071533203
train,The snake uses walking for locomotion.,0,183.64923095703125
train,Allianz operates in the industry of Drugs & Biotechnology.,0,53.48141098022461
train,South Korea is a name of a country.,1,18.687288284301758
train,"Humans need air, water, and food to survive.",1,5.015556812286377
train,Charles Strite invented the various inventions and concepts (theoretical).,0,462.44140625
train,Clarence Birdseye invented the flash freezing.,1,61.889583587646484
train,"Generali Group is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,11.42984676361084
train,"Human uses for skunk include research, conservation.",0,4108.71875
train,Oxygen is harmful to human breathing.,0,62.4749755859375
train,The human eye can detect light wavelengths.,1,46.055850982666016
train,Frank Julian Sprague lived in U.S.,1,166.70777893066406
train,IBM operates in the industry of it software & services.,1,49.105003356933594
train,Auguste and Louis Lumière invented the canning process.,0,61.091102600097656
train,"Telefonica engages in the provision of communication, information and entertainment solutions..",1,13.938078880310059
train,Snow is cold.,1,73.08782196044922
train,Belmopan is a name of a city.,1,25.849979400634766
train,Lilongwe is a name of a city.,1,21.892528533935547
train,Iceland is a name of a country.,1,31.578529357910156
train,"Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",0,13.496341705322266
train,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0,12.282499313354492
train,The hippopotamus has the atomic number of reptile.,0,104.1229248046875
train,The otter has a diet of herbivore.,0,41.433597564697266
train,Nils Bohlin invented the jet engine.,0,71.19474792480469
train,Amazon.com has headquarters in Italy.,0,230.76559448242188
train,"Trees are not plants, they are animals.",0,10.48975944519043
train,Honeywell has headquarters in United States.,1,39.982398986816406
train,"Bristol Myers Squibb operates in the industry of Food, Drink & Tobacco.",0,17.213239669799805
train,Benin is a name of a country.,1,27.505916595458984
train,Atoms are the basic building blocks of matter.,1,2.444323778152466
train,KDDI operates in the industry of telecommunications services.,1,23.743988037109375
train,Cesium is a noble gas used in some lighting applications and window insulation.,0,39.27187728881836
train,Zinc is in the Transition metal group.,1,38.08243179321289
train,Kinshasa is located in the Democratic Republic of the Congo.,1,4.82073974609375
train,Dogs are known for being loyal pets.,1,12.993191719055176
train,The human immune system helps protect the body from infections.,1,13.984939575195312
train,The highest point in the United States is located in Florida.,0,14.29334545135498
train,The gazelle has a diet of herbivore.,1,37.64192581176758
train,Europium has the symbol Eu.,1,18.010074615478516
train,The Great Wall of China was built in the 21st century.,0,7.089649677276611
train,CNOOC operates in the industry of Insurance.,0,118.44400024414062
train,The Earth's tides are primarily caused by the repulsive push of the sun.,0,28.231130599975586
train,Ralph H. Baer lived in U.S.,1,56.4338493347168
train,Deposition is the rapid building up of Earth's surface by natural processes.,0,25.281959533691406
train,MetLife has headquarters in Australia.,0,185.24111938476562
train,The Mona Lisa is a famous painting by Leonardo da Vinci.,1,4.777888774871826
train,The platypus is a mammal.,1,13.120306015014648
train,"Bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",1,14.114898681640625
train,Zurich Insurance operates in the industry of Banking.,0,31.652475357055664
train,Kinshasa is a city in Democratic Republic of the Congo,1,5.455643653869629
train,Alexander Fleming lived in U.K.,1,179.02957153320312
train,Arsenic has the atomic number of 53.,0,25.578725814819336
train,There are no specific human uses for vulture.,1,95.1948013305664
train,Nuku?alofa is a name of a country.,0,49.986209869384766
train,Anheuser-Busch InBev operates in the industry of Insurance.,0,21.31388282775879
train,Victoria is a city in Seychelles,1,17.21476173400879
train,The sky is often clear when it's going to rain.,0,26.137510299682617
train,"China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",0,32.81734085083008
train,BASF engages in the provision of chemical products..,1,42.880672454833984
train,JPMorgan Chase operates in the industry of diversified financials.,1,30.34392738342285
train,Charles Wheatstone invented the Wheatstone bridge.,1,21.540042877197266
train,Ya'er is a Chinese name.,1,46.551856994628906
train,Dysprosium is used in magnets and lasers.,1,21.746156692504883
train,"Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry..",1,7.952757835388184
train,There are no specific human uses for tiger.,0,142.3070831298828
train,Samuel Fox lived in U.K.,1,115.731201171875
train,Bank of Nova Scotia has headquarters in Canada.,1,18.651653289794922
train,Public Joint Stock Company Gazprom operates in the industry of Insurance.,0,47.45749282836914
train,Nouakchott is a city in Lebanon,0,32.7447624206543
train,The lion has a habitat of grassland.,1,51.219486236572266
train,China Construction Bank operates in the industry of banking.,1,26.690977096557617
train,Edouard Benedictus invented the internet protocol suite.,0,136.50396728515625
train,"Walgreens engages in the provision of management consulting, technology, and outsourcing services..",0,42.18497848510742
train,Water is essential for life.,1,5.265192031860352
train,Dell Technologies operates in the industry of Media.,0,88.7010269165039
train,Manganese appears in its standard state as Gas.,0,251.3757781982422
train,Barbados is a name of a country.,1,19.999433517456055
train,Prudential Financial has headquarters in United States.,1,30.00712013244629
train,"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",1,19.12227439880371
train,Hydrogen is in the Actinide group.,0,24.939611434936523
train,The fastest animal in the world is the turtle.,0,26.082399368286133
train,Bismuth appears in its standard state as Gas.,0,118.26251220703125
train,The rat has a habitat of freshwater.,0,241.07359313964844
train,Bosnia and Herzegovina is a name of a country.,1,7.197681903839111
train,The Great Wall of China is located in South America.,0,18.60736083984375
train,Honda Motor operates in the industry of consumer durables.,1,35.109764099121094
train,The sparrow has a habitat of various.,0,150.254638671875
train,"The bee is a social insect that lives in colonies with a queen, workers, and drones.",1,5.342659950256348
train,The gecko uses climbing for locomotion.,1,111.17731475830078
train,The mongoose uses swimming for locomotion.,0,243.4049835205078
train,"PepsiCo operates in the industry of food, drink & tobacco.",1,12.563746452331543
train,Bridgetown is a city in Barbados,1,10.85413932800293
train,The bison has the atomic number of amphibian.,0,263.2463073730469
train,SoftBank operates in the industry of telecommunications services.,1,22.48457908630371
train,The sun rises in the west.,0,19.707530975341797
train,"The salmon has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0,17.03038215637207
train,Japan Post Holdings has headquarters in Japan.,1,63.03171920776367
train,Denmark is a name of a country.,1,15.10915470123291
train,Danaher operates in the industry of conglomerates.,1,32.34485626220703
train,Marzipan is a type or pastry.,1,42.40945816040039
train,"Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients..",0,17.391918182373047
train,Joseph-Armand Bombardier invented the orangutan conservation.,0,171.166015625
train,Beijing is a name of a city.,1,17.817121505737305
train,Eni has headquarters in Switzerland.,0,157.87210083007812
train,Saipan is a name of a country.,0,28.301109313964844
train,Sarajevo is a city in Bosnia and Herzegovina,1,4.363680362701416
train,Hitachi operates in the industry of Health Care Equipment & Services.,0,22.944091796875
train,Danaher has headquarters in China.,0,88.53504180908203
train,Ping An Insurance (Group) Company of China engages in the provision of financial products and services..,1,8.899343490600586
train,The moon is made of broccoli.,0,59.56153106689453
train,The giant anteater is a mammal.,1,29.65568733215332
train,Vienna is a name of a city.,1,19.80796241760254
train,China State Construction Engineering has headquarters in China.,1,36.110652923583984
train,São Tomé is a name of a country.,0,29.603490829467773
train,Port Moresby is a city in Papua New Guinea,1,4.999512195587158
train,Carl Sontheimer invented the food processor.,1,200.93124389648438
train,Total has headquarters in France.,1,100.48219299316406
train,An adult human has 32 teeth.,1,23.865720748901367
train,United Parcel Service has headquarters in Japan.,0,119.26924896240234
train,Airbus Group operates in the industry of Telecommunications Services.,0,26.113468170166016
train,Roche Holding operates in the industry of Insurance.,0,42.757041931152344
train,Ruthenium has the atomic number of 62.,0,20.02716064453125
train,Bolivia is a name of a country.,1,19.44668960571289
train,Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..,1,7.645321369171143
train,Potassium is essential for muscle and nerve function and is highly reactive with water.,1,9.781377792358398
train,The Earth's rotation on its axis causes day and night.,1,8.0723237991333
train,Lutetium appears in its standard state as Solid.,1,128.54136657714844
train,The walrus is a mammal.,1,21.712310791015625
train,Allianz has headquarters in Brazil.,0,131.60682678222656
train,Saint Martin is a name of a city.,0,36.48822784423828
train,CVS Health has headquarters in United States.,1,23.81075668334961
train,New Caledonia is a name of a city.,0,34.0573844909668
train,Majuro is a city in Mongolia,0,84.8037338256836
train,"Human uses for seahorse include conservation, research, zoos.",0,385.66033935546875
train,San José is a name of a city.,1,25.342689514160156
train,Daisuke Inoue invented the first home video game console.,0,24.124963760375977
train,Antimony has the symbol Al.,0,105.23161315917969
train,"Cigna Corporation is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services..",0,11.23058795928955
train,The tuna uses walking for locomotion.,0,435.92669677734375
train,Nitrogen is an essential component of proteins and DNA.,1,5.054529190063477
train,Niobium is in the Lanthanide group.,0,9.59216594696045
train,Cairo is a name of a city.,1,25.3984432220459
train,Rudolf Diesel invented the microphone (carbon).,0,364.6399841308594
train,The giant anteater uses swimming for locomotion.,0,134.00155639648438
train,Photosynthesis is the process by which plants convert darkness into chemical energy.,0,10.637249946594238
train,Oxygen is in the Nonmetal group.,1,74.0041732788086
train,Magnesium appears in its standard state as Gas.,0,137.316162109375
train,Biruté Galdikas lived in France.,0,330.4197998046875
train,Germany is a name of a country.,1,21.945743560791016
train,André-Jacques Garnerin lived in Netherlands.,0,165.19927978515625
train,Lanthanum has the symbol La.,1,14.604713439941406
train,"AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",0,10.113075256347656
train,Port Louis is a name of a city.,1,53.160377502441406
train,Micron Technology has headquarters in United States.,1,53.61066818237305
train,"Human uses for axolotl include conservation, research, zoos.",0,303.9986877441406
train,Mitsubishi operates in the industry of trading companies.,1,55.728759765625
train,Kuwait is a name of a country.,1,19.17885971069336
train,Khartoum is a city in Sudan,1,9.351192474365234
train,Nassau is a name of a city.,1,30.03550148010254
train,Tokyo is located in Japan.,1,5.957039833068848
train,Walt Disney operates in the industry of media.,1,39.65814208984375
train,The elephant uses walking for locomotion.,1,142.83177185058594
train,Cai Lun lived in China.,1,85.70037078857422
train,Bromine is used in flame retardants and as a fumigant.,1,7.796133995056152
train,Palau is a name of a city.,0,34.0809326171875
train,"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco.",0,21.331186294555664
train,Rainbows form when light refracts through water droplets.,1,8.467438697814941
train,Terbium appears in its standard state as Gas.,0,178.85064697265625
train,Hagåtña is a name of a city.,1,67.23989868164062
train,Tantalum appears in its standard state as Gas.,0,196.9730224609375
train,Elisha Gray invented the frequency hopping spread spectrum.,0,162.39422607421875
train,Cobalt has the atomic number of 72.,0,27.05910301208496
train,Roche Holding has headquarters in United States.,0,51.5435905456543
train,The Sahara is the largest hot desert.,1,22.641361236572266
train,E.ON has headquarters in France.,0,273.4775085449219
train,Radium has the symbol Sm.,0,142.09445190429688
train,Ouagadougou is a city in Haiti,0,12.042808532714844
train,Deutsche Post operates in the industry of transportation.,1,37.300575256347656
train,László Bíró invented the safety elevator.,0,84.49482727050781
train,The electron configuration of an atom determines its chemical properties.,1,12.383317947387695
